date,value
1/1/871,-0.2779
1/1/872,-0.2191
1/1/873,-0.1317
1/1/874,-0.239
1/1/875,-0.1268
1/1/876,-0.1307
1/1/877,-0.2667
1/1/878,-0.0864
1/1/879,-0.0888
1/1/880,-0.0629
1/1/881,-0.0953
1/1/882,-0.0117
1/1/883,-0.0997
1/1/884,-0.2467
1/1/885,-0.0747
1/1/886,-0.1395
1/1/887,-0.0484
1/1/888,-0.198
1/1/889,-0.1317
1/1/890,-0.1615
1/1/891,-0.0955
1/1/892,-0.1242
1/1/893,-0.2116
1/1/894,-0.1358
1/1/895,-0.1365
1/1/896,-0.2412
1/1/897,-0.1568
1/1/898,-0.2343
1/1/899,-0.2573
1/1/900,-0.3581
1/1/901,-0.2466
1/1/902,-0.2998
1/1/903,-0.3519
1/1/904,-0.2393
1/1/905,-0.2409
1/1/906,-0.2356
1/1/907,-0.2546
1/1/908,-0.1895
1/1/909,-0.195
1/1/910,-0.2555
1/1/911,-0.2269
1/1/912,-0.1198
1/1/913,-0.2108
1/1/914,-0.2405
1/1/915,-0.141
1/1/916,-0.259
1/1/917,-0.2288
1/1/918,-0.2263
1/1/919,-0.194
1/1/920,-0.2039
1/1/921,-0.1844
1/1/922,-0.2248
1/1/923,-0.1852
1/1/924,-0.2335
1/1/925,-0.1918
1/1/926,-0.0562
1/1/927,-0.1644
1/1/928,-0.1408
1/1/929,-0.0725
1/1/930,-0.0678
1/1/931,-0.1527
1/1/932,-0.0819
1/1/933,-0.1175
1/1/934,-0.1019
1/1/935,-0.1423
1/1/936,-0.0683
1/1/937,-0.0853
1/1/938,-0.1349
1/1/939,-0.1537
1/1/940,-0.2834
1/1/941,-0.1699
1/1/942,-0.2119
1/1/943,-0.2033
1/1/944,-0.197
1/1/945,-0.1536
1/1/946,-0.1385
1/1/947,-0.1838
1/1/948,-0.1533
1/1/949,-0.122
1/1/950,-0.2118
1/1/951,-0.1979
1/1/952,-0.2269
1/1/953,-0.1967
1/1/954,-0.246
1/1/955,-0.208
1/1/956,-0.1654
1/1/957,-0.1921
1/1/958,-0.3509
1/1/959,-0.1679
1/1/960,-0.2057
1/1/961,-0.3206
1/1/962,-0.2064
1/1/963,-0.1404
1/1/964,-0.1389
1/1/965,-0.1694
1/1/966,-0.1124
1/1/967,-0.2219
1/1/968,-0.0964
1/1/969,-0.1548
1/1/970,-0.1826
1/1/971,-0.1849
1/1/972,-0.0881
1/1/973,-0.255
1/1/974,-0.1778
1/1/975,-0.2013
1/1/976,-0.3019
1/1/977,-0.1865
1/1/978,-0.1429
1/1/979,-0.2342
1/1/980,-0.2077
1/1/981,-0.3009
1/1/982,-0.1459
1/1/983,-0.1942
1/1/984,-0.211
1/1/985,-0.1959
1/1/986,-0.1566
1/1/987,-0.1909
1/1/988,-0.2108
1/1/989,-0.2479
1/1/990,-0.2571
1/1/991,-0.2288
1/1/992,-0.1861
1/1/993,-0.1724
1/1/994,-0.1666
1/1/995,-0.1848
1/1/996,-0.2551
1/1/997,-0.2098
1/1/998,-0.1988
1/1/999,-0.1985
1/1/1000,-0.2198
1/1/1001,-0.2443
1/1/1002,-0.1904
1/1/1003,-0.2479
1/1/1004,-0.23
1/1/1005,-0.1992
1/1/1006,-0.2419
1/1/1007,-0.2128
1/1/1008,-0.2498
1/1/1009,-0.2139
1/1/1010,-0.2051
1/1/1011,-0.2799
1/1/1012,-0.286
1/1/1013,-0.1869
1/1/1014,-0.2208
1/1/1015,-0.2637
1/1/1016,-0.2566
1/1/1017,-0.2769
1/1/1018,-0.1537
1/1/1019,-0.1452
1/1/1020,-0.2064
1/1/1021,-0.2649
1/1/1022,-0.245
1/1/1023,-0.2022
1/1/1024,-0.2394
1/1/1025,-0.1663
1/1/1026,-0.2737
1/1/1027,-0.2012
1/1/1028,-0.1918
1/1/1029,-0.2193
1/1/1030,-0.1698
1/1/1031,-0.1904
1/1/1032,-0.2681
1/1/1033,-0.1622
1/1/1034,-0.2008
1/1/1035,-0.2559
1/1/1036,-0.158
1/1/1037,-0.1791
1/1/1038,-0.1426
1/1/1039,-0.1698
1/1/1040,-0.2152
1/1/1041,-0.2552
1/1/1042,-0.2459
1/1/1043,-0.2183
1/1/1044,-0.2221
1/1/1045,-0.24
1/1/1046,-0.3378
1/1/1047,-0.2315
1/1/1048,-0.2298
1/1/1049,-0.204
1/1/1050,-0.1992
1/1/1051,-0.1388
1/1/1052,-0.1811
1/1/1053,-0.2198
1/1/1054,-0.2193
1/1/1055,-0.2444
1/1/1056,-0.3204
1/1/1057,-0.229
1/1/1058,-0.3018
1/1/1059,-0.3239
1/1/1060,-0.2126
1/1/1061,-0.1239
1/1/1062,-0.1491
1/1/1063,-0.2275
1/1/1064,-0.2045
1/1/1065,-0.2818
1/1/1066,-0.1778
1/1/1067,-0.2681
1/1/1068,-0.2892
1/1/1069,-0.3197
1/1/1070,-0.3152
1/1/1071,-0.2729
1/1/1072,-0.1934
1/1/1073,-0.2341
1/1/1074,-0.2538
1/1/1075,-0.2067
1/1/1076,-0.2181
1/1/1077,-0.2189
1/1/1078,-0.2693
1/1/1079,-0.1825
1/1/1080,-0.1162
1/1/1081,-0.128
1/1/1082,-0.1454
1/1/1083,-0.2489
1/1/1084,-0.0907
1/1/1085,-0.1762
1/1/1086,-0.0939
1/1/1087,-0.1196
1/1/1088,-0.1379
1/1/1089,-0.2214
1/1/1090,-0.2747
1/1/1091,-0.2899
1/1/1092,-0.2628
1/1/1093,-0.2535
1/1/1094,-0.2847
1/1/1095,-0.2857
1/1/1096,-0.2992
1/1/1097,-0.1845
1/1/1098,-0.3157
1/1/1099,-0.32
1/1/1100,-0.2612
1/1/1101,-0.3367
1/1/1102,-0.2407
1/1/1103,-0.2695
1/1/1104,-0.2718
1/1/1105,-0.2347
1/1/1106,-0.2074
1/1/1107,-0.3608
1/1/1108,-0.376
1/1/1109,-0.4691
1/1/1110,-0.4379
1/1/1111,-0.392
1/1/1112,-0.3579
1/1/1113,-0.3182
1/1/1114,-0.4089
1/1/1115,-0.3931
1/1/1116,-0.3582
1/1/1117,-0.3868
1/1/1118,-0.3629
1/1/1119,-0.4248
1/1/1120,-0.3429
1/1/1121,-0.4244
1/1/1122,-0.3189
1/1/1123,-0.2657
1/1/1124,-0.3639
1/1/1125,-0.2993
1/1/1126,-0.3367
1/1/1127,-0.4186
1/1/1128,-0.3427
1/1/1129,-0.4057
1/1/1130,-0.3449
1/1/1131,-0.3
1/1/1132,-0.3736
1/1/1133,-0.3959
1/1/1134,-0.3745
1/1/1135,-0.3036
1/1/1136,-0.3977
1/1/1137,-0.3429
1/1/1138,-0.3407
1/1/1139,-0.3356
1/1/1140,-0.3077
1/1/1141,-0.2303
1/1/1142,-0.2685
1/1/1143,-0.2872
1/1/1144,-0.3047
1/1/1145,-0.3347
1/1/1146,-0.3251
1/1/1147,-0.2787
1/1/1148,-0.2967
1/1/1149,-0.3133
1/1/1150,-0.2999
1/1/1151,-0.3651
1/1/1152,-0.2535
1/1/1153,-0.1628
1/1/1154,-0.1988
1/1/1155,-0.1062
1/1/1156,-0.2283
1/1/1157,-0.2268
1/1/1158,-0.2819
1/1/1159,-0.1959
1/1/1160,-0.1984
